HA_USAGE,topicDistribution_0,topicDistribution_1,topicDistribution_2,topicDistribution_3,topicDistribution_4
119,0.0012255941240606365,0.0012910341416705003,0.9950015144847123,0.0012469734010860979,0.001234764528972076
697,2.103278684898647E-4,0.9991439286060317,2.1972707024493833E-4,0.9991364608145983,2.1190709052484142E-4
155,9.422772953028542E-4,9.926147928410794E-4,9.84388978838848E-4,0.9961312689564142,9.497326541200125E-4
182,0.9966888242299349,0.9967312315471374,0.49674219178515644,0.9967026214952099,8.09088961771006E-4
471,3.1111314930895985E-4,3.2770779972786845E-4,0.9987311927869438,3.165586595397438E-4,3.1342586815065926E-4
750,1.954935665673641E-4,0.9992043444438437,2.0421509265836538E-4,1.9889437988979792E-4,1.9694718723101235E-4
1153,1.2719903218126464E-4,1.3399358911824638E-4,1.328832959740611E-4,0.9994776966627418,1.2815408680180376E-4
884,1.658729102539218E-4,1.747333380057678E-4,1.7328546561155874E-4,1.6878046094309011E-4,1.671183521255366E-4
1538,9.537334469495872E-5,0.9996118582416426,9.963536986807851E-5,9.703945943998305E-5,0.9996074420524046
588,2.4929285630181605E-4,2.625830981484641E-4,2.604072639343035E-4,2.536441642046575E-4,0.9989740737406665
276,5.302899757445421E-4,5.58669984495006E-4,5.539885310987396E-4,5.398937421720335E-4,5.343555310268962E-4
1121,1.3082763446588602E-4,1.3781602643379046E-4,1.3668255338118932E-4,1.331131214272222E-4,0.9994615610080749
776,1.889361737419855E-4,1.990285874517411E-4,1.9737937940851044E-4,1.9224330857068906E-4,1.9035477122930912E-4
158,9.244699683696804E-4,9.738557034466565E-4,9.657855195734747E-4,9.411303770398719E-4,9.314554185404068E-4
741,1.9787151230363405E-4,2.0841996766852492E-4,2.067094579453978E-4,0.9991876848824378,0.9991857192126127
1299,1.1291080260636172E-4,1.1894799946214737E-4,1.1795655091047956E-4,1.1488328979320318E-4,1.1375857537997907E-4
527,2.7807975331354374E-4,2.9293408709671283E-4,2.905067437756102E-4,2.830896757257846E-4,2.802128021391511E-4
248,5.899820272992844E-4,6.214983946895679E-4,6.167940510301133E-4,0.997577604512981,0.9975717811197562
971,1.5102237603210842E-4,0.9993853205205887,1.577712727839666E-4,1.5366065659824937E-4,1.521562996995928E-4
734,0.9991763999816486,2.1040561552316116E-4,2.086621312313485E-4,2.0322555862299345E-4,0.9991779296337051
1034,1.4182744389753664E-4,0.9994227947834065,1.4816543423273835E-4,1.4430509666690794E-4,1.428923334906946E-4
1504,9.753263539163793E-5,1.0275216988487374E-4,1.0188665154247387E-4,9.923208243243956E-5,9.826059838090603E-5
870,0.9993050858586591,0.9993140313126031,0.9993126160109903,0.9993080315112874,0.999306342486328
563,2.603219592263848E-4,0.9989404300283368,2.7195536294935736E-4,0.9989311057774581,0.9989286038955442
313,4.6775291152910756E-4,0.9980960579502314,4.886564195590101E-4,4.759245359788738E-4,4.714543560042239E-4
105,0.001387817768358923,0.0014620524018582116,0.0014498443415631183,0.0014120648297210887,0.9942880765311823
1326,0.9995439036744375,0.9995498291917876,0.9995488275414606,0.9995458604927608,1.1144352284981813E-4
128,0.9953000530756356,0.0012009276295116861,0.0011910815393125433,0.0011598031906622345,0.001148447336874925
183,0.9967068128848003,8.413546757607056E-4,8.343823071469294E-4,8.12641874435957E-4,8.046855186567141E-4
1243,1.179946452935867E-4,1.2429753498098558E-4,1.2326758150854497E-4,1.2005594037398952E-4,1.1890157139218314E-4
1470,0.9995885662237562,1.0511300312833176E-4,1.0424201883931004E-4,1.0152608197346265E-4,0.9995893309582703
654,2.2414102561191753E-4,2.3613501125204487E-4,2.3415840929686925E-4,2.2805667747836066E-4,2.2587249440611526E-4
528,2.7755380606388696E-4,2.923800426706163E-4,2.89957320991293E-4,2.824025965372318E-4,2.7963779640205667E-4
295,4.96281461516278E-4,0.9979803072001001,5.184244666086741E-4,5.048907782348239E-4,0.997957660844921
72,0.0020173837547021213,0.002125166566388068,0.002107554207189023,0.002052633426256286,0.0020325333381848794
1506,9.739886800624299E-5,1.0260158849548531E-4,1.0175141376467817E-4,9.91003643642566E-5,0.9995991315372683
98,0.0014861994099554642,0.0015655981980171243,0.0015526237056272885,0.0015121659424837954,0.0014973595130770762
566,2.589670151622568E-4,0.9989460687330817,2.705288073638093E-4,2.634676385834505E-4,2.608882365197855E-4
